# Logfile created on 2019-06-21 11:20:29 +0900 by logger.rb/66358
E, [2019-06-21T11:22:46.386398 #9706] ERROR -- : undefined method `[]' for nil:NilClass
E, [2019-06-21T12:04:08.765654 #10476] ERROR -- : undefined method `key?' for nil:NilClass
E, [2019-06-21T12:05:51.412688 #10497] ERROR -- : undefined method `key?' for nil:NilClass
E, [2019-06-21T12:11:15.652910 #10567] ERROR -- : undefined method `value?' for nil:NilClass
E, [2019-06-21T12:37:39.280096 #10755] ERROR -- : undefined method `zone' for Time:Class
E, [2019-06-21T12:45:48.366923 #10837] ERROR -- : wrong number of arguments (given 1, expected 0)
E, [2019-06-21T12:46:35.905088 #10882] ERROR -- : undefined local variable or method `time' for #<DataReader:0x00007ff3c91d9a10>
Did you mean?  timeout
E, [2019-07-25T22:12:37.572221 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.576823 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.577716 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.578627 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.579487 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.580291 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.581156 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.582281 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.584012 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.585382 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.586459 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.587337 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.588203 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.589054 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.589925 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.591439 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.592320 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.593132 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.593921 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.594814 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.595664 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.596471 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.600527 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.602101 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.603070 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.603944 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.604760 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.605578 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.606373 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.607401 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.608372 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.609228 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.610013 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.610834 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.611612 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.612403 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.613366 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.614241 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.615221 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.616266 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
E, [2019-07-25T22:12:37.617192 #11478] ERROR -- : Failed to open TCP connection to weather.livedoor.com:80 (getaddrinfo: nodename nor servname provided, or not known)
